row_id,row_id_raw,VideoID,CommentDate,UserName,Comment,clean_comment,label_text,auto_label_raw,auto_label_context,auto_label_calibrated,auto_label,manual_label,final_label,positive_score,negative_score,neutral_score,sentiment_score,confidence,neg_signal,pos_signal,ambiguous_case,cash_response_category,needs_review,priority_score,review_priority_reason,context_rule_reason,calibration_reason,catatan_reviewer,Like,ScrapeDate
R03005,3532,PMuEX5Qbmzo,2024-08-13 15:39:36,@eilexion,"@Miftakhur-k8z ya itukan moto elite gembel wef.
Terjemahannya sih ""kalian gak punya apa2, kami yang punya semuanya""","k8z ya itukan moto elite gembel wef. Terjemahannya sih kalian gak punya apa2, kami yang punya semuanya","k8z ya itukan moto elite gembel wef. terjemahannya sih kalian gak punya apa2, kami yang punya semuanya",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,0,0,not_ambiguous,Kepercayaan terhadap regulator,True,2,isu uang tunai,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:33.937599
R03006,3533,PMuEX5Qbmzo,2024-08-13 15:40:14,@Dr.Supiadin,"@Anonymousalivee99 terimakasih, maklum duning cruger effect","terimakasih, maklum duning cruger effect","terimakasih, maklum duning cruger effect",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:33.937623
R03007,3534,PMuEX5Qbmzo,2024-08-13 15:45:16,@rimacengcu9250,Jangan pake. Udh cukup,Jangan pake. Udh cukup,jangan pake. udh cukup,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681368
R03008,3536,PMuEX5Qbmzo,2024-08-13 15:50:39,@muhammaddafa1513,"Sudah sejak lama dan akan terus berulang ulang, para bankir dan pemerintahan berkolusi . Tentu pemilik agenda cbdc ini adalah Bis Bank for Internasional Settlement. Iya gak sihh","Sudah sejak lama dan akan terus berulang ulang, para bankir dan pemerintahan berkolusi . Tentu pemilik agenda cbdc ini adalah Bis Bank for Internasional Settlement. Iya gak sihh","sudah sejak lama dan akan terus berulang ulang, para bankir dan pemerintahan berkolusi . tentu pemilik agenda cbdc ini adalah bis bank for internasional settlement. iya gak sihh",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,0,0,not_ambiguous,Kepercayaan terhadap regulator,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:32.681367
R03009,3538,PMuEX5Qbmzo,2024-08-13 15:54:17,@harist12,Quantum financial system ?,Quantum financial system ?,quantum financial system ?,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681366
R03010,3539,PMuEX5Qbmzo,2024-08-13 15:54:26,@didin9482,"Aowkaowk🤣 ,kalo di crypto kena drain tanpa di sadari langsung lenyap duitnya🤣","Aowkaowk ,kalo di crypto kena drain tanpa di sadari langsung lenyap duitnya","aowkaowk ,kalo di crypto kena drain tanpa di sadari langsung lenyap duitnya",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681411
R03011,3540,PMuEX5Qbmzo,2024-08-13 15:55:26,@didin9482,Negara emang gabisa di hack wkwk tapi sistem di indo easy njir di hack,Negara emang gabisa di hack wkwk tapi sistem di indo easy njir di hack,negara emang gabisa di hack wkwk tapi sistem di indo easy njir di hack,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-4,0,-4,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681378
R03012,3541,PMuEX5Qbmzo,2024-08-13 15:55:42,@yoshik1.,Melek lah. Denger2 ada pejabat negeri antaberanta memohon kepada hacker supaya di kembalikan data2 nya 🤣🤣,Melek lah. Denger2 ada pejabat negeri antaberanta memohon kepada hacker supaya di kembalikan data2 nya,melek lah. denger2 ada pejabat negeri antaberanta memohon kepada hacker supaya di kembalikan data2 nya,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681378
R03013,3542,PMuEX5Qbmzo,2024-08-13 16:00:51,@minersatu7133,"uang CBDC ada expired nya, waspada","uang CBDC ada expired nya, waspada","uang cbdc ada expired nya, waspada",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681365
R03014,3543,PMuEX5Qbmzo,2024-08-13 16:01:45,@wahyuginanjar9872,Hati” canel nya ilang bro kya canel nya AC😊 gara” selalu mengedukasi tentang uang😅,Hati canel nya ilang bro kya canel nya AC gara selalu mengedukasi tentang uang,hati canel nya ilang bro kya canel nya ac gara selalu mengedukasi tentang uang,Netral,Netral,Netral,Netral,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Literasi dan kesiapan masyarakat,True,4,confidence rendah; isu uang tunai,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681364
R03015,3544,PMuEX5Qbmzo,2024-08-13 16:01:56,@pencarirupiah2858,10% endorse 90% fomo kripto,10 endorse 90 fomo kripto,10 endorse 90 fomo kripto,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681363
R03016,3545,PMuEX5Qbmzo,2024-08-13 16:02:24,@Dorrabodo,"Pemerintah butuh customer masa kita ga bisa naik pesawat kl kita ada kesalahan, kl pemerintahnya yg salah yg ban siapa coba 😂","Pemerintah butuh customer masa kita ga bisa naik pesawat kl kita ada kesalahan, kl pemerintahnya yg salah yg ban siapa coba","pemerintah butuh customer masa kita ga bisa naik pesawat kl kita ada kesalahan, kl pemerintahnya yg salah yg ban siapa coba",Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681362
R03017,3546,PMuEX5Qbmzo,2024-08-13 16:07:32,@dwikirifarakhodri,Kalo BTC ada decentralised ada jutaan server. Kalo ini mungkin tiap negara ada 1 titik 🤔,Kalo BTC ada decentralised ada jutaan server. Kalo ini mungkin tiap negara ada 1 titik,kalo btc ada decentralised ada jutaan server. kalo ini mungkin tiap negara ada 1 titik,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681361
R03018,3547,PMuEX5Qbmzo,2024-08-13 16:08:08,@Indra40186,Katanya jd mudah di ketahui aliran dananya jd di hack juga bisa di ambil lg dong,Katanya jd mudah di ketahui aliran dananya jd di hack juga bisa di ambil lg dong,katanya jd mudah di ketahui aliran dananya jd di hack juga bisa di ambil lg dong,Negatif,Negatif,Negatif,Negatif,,Negatif,1,-2,0,-1,0.3333,1,1,not_ambiguous,Keamanan data dan kontrol,True,6,confidence rendah; isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681360
R03019,3548,PMuEX5Qbmzo,2024-08-13 16:11:58,@clifforddittydotty175,Gila koq pemerintah ga ada yg sadar akan hal ini...😢,Gila koq pemerintah ga ada yg sadar akan hal ini...,gila koq pemerintah ga ada yg sadar akan hal ini...,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681358
R03020,3549,PMuEX5Qbmzo,2024-08-13 16:12:00,@ahadisam,"Munngkin Gampang nya gini bro, Di masa depan Semua orang, malah akan ""Merasa Aman"" jika dia Otaknya Ditanam Chip Mas Elon, tanya kenapa ???, kata kunci nya ,Deepfake, BlockChain dan tentu nya AI (manusia akan dianggap ""Asli"", jika menggunakan Chip tsb)","Munngkin Gampang nya gini bro, Di masa depan Semua orang, malah akan Merasa Aman jika dia Otaknya Ditanam Chip Mas Elon, tanya kenapa ???, kata kunci nya ,Deepfake, BlockChain dan tentu nya AI manusia akan dianggap Asli , jika menggunakan Chip tsb","munngkin gampang nya gini bro, di masa depan semua orang, malah akan merasa aman jika dia otaknya ditanam chip mas elon, tanya kenapa ???, kata kunci nya ,deepfake, blockchain dan tentu nya ai manusia akan dianggap asli , jika menggunakan chip tsb",Positif,Positif,Positif,Positif,,Positif,1,0,1,1,0.5,0,1,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681357
R03021,3550,PMuEX5Qbmzo,2024-08-13 16:15:20,@adityabedol328,Pemimpin yg baik dan tidak korup di Indonesia mimpi di siang bolong broo,Pemimpin yg baik dan tidak korup di Indonesia mimpi di siang bolong broo,pemimpin yg baik dan tidak korup di indonesia mimpi di siang bolong broo,Negatif,Negatif,Negatif,Negatif,,Negatif,1,-2,0,-1,0.3333,1,1,not_ambiguous,Tidak teridentifikasi,True,4,confidence rendah; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681355
R03022,3551,PMuEX5Qbmzo,2024-08-13 16:17:47,@ekanoviani6010,Maaf mau tanya kak. Jadi mulai skrng harus ngumpulin logam mulia atau perhiasan emas kak atau bagaimana kak. Cara mendapatkan perak,Maaf mau tanya kak. Jadi mulai skrng harus ngumpulin logam mulia atau perhiasan emas kak atau bagaimana kak. Cara mendapatkan perak,maaf mau tanya kak. jadi mulai skrng harus ngumpulin logam mulia atau perhiasan emas kak atau bagaimana kak. cara mendapatkan perak,Netral,Netral,Netral,Netral,,Netral,0,0,2,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:32.681388
R03023,3552,PMuEX5Qbmzo,2024-08-13 16:19:12,@rafagiant37,Dan saldo bisa 0.yakin pasti banyak duit yg dibobol.security keamaan indo blm mumpuni.,Dan saldo bisa 0.yakin pasti banyak duit yg dibobol.security keamaan indo blm mumpuni.,dan saldo bisa 0.yakin pasti banyak duit yg dibobol.security keamaan indo blm mumpuni.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681395
R03024,3553,PMuEX5Qbmzo,2024-08-13 16:20:07,@SunanKeSebelas,"kirain apa, anda membawakan seperti sangat menakutkan ternyata😂","kirain apa, anda membawakan seperti sangat menakutkan ternyata","kirain apa, anda membawakan seperti sangat menakutkan ternyata",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,1,-2,0.6667,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681354
R03025,3555,PMuEX5Qbmzo,2024-08-13 16:21:06,@YeyetMandasari,"Udah dengar dari mardigu kesimpulan nyontoh china,, lawan dolar ya nyontoh remimbi,, punya mata uang sendiri,,keluar dari ikatan dolar,, seperrtinya sih bagus kalo bisa berjalan","Udah dengar dari mardigu kesimpulan nyontoh china,, lawan dolar ya nyontoh remimbi,, punya mata uang sendiri,,keluar dari ikatan dolar,, seperrtinya sih bagus kalo bisa berjalan","udah dengar dari mardigu kesimpulan nyontoh china,, lawan dolar ya nyontoh remimbi,, punya mata uang sendiri,,keluar dari ikatan dolar,, seperrtinya sih bagus kalo bisa berjalan",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681352
R03026,3556,PMuEX5Qbmzo,2024-08-13 16:23:14,@erwinang,"grab your kopi susu, and lets talk about it ! ","grab your kopi susu, and lets talk about it !","grab your kopi susu, and lets talk about it !",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681351
R03027,3557,PMuEX5Qbmzo,2024-08-13 16:23:56,@Leo_Bang,gua heran. blockchain katanya hebat. anti hack. nyatanya banyak koin atau token kena hack,gua heran. blockchain katanya hebat. anti hack. nyatanya banyak koin atau token kena hack,gua heran. blockchain katanya hebat. anti hack. nyatanya banyak koin atau token kena hack,Negatif,Negatif,Negatif,Negatif,,Negatif,1,-4,0,-3,0.6,1,1,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681349
R03028,3558,PMuEX5Qbmzo,2024-08-13 16:25:31,@ISsulteng,Dan disitulah pemerintah ngasi solusi pasang chip di badan,Dan disitulah pemerintah ngasi solusi pasang chip di badan,dan disitulah pemerintah ngasi solusi pasang chip di badan,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681396
R03029,3559,PMuEX5Qbmzo,2024-08-13 16:27:39,@JoshRafG,"centralized blockchain bisa di hack, decentralized blockchain ga bisa di hack. BTC itu decentralized blockchain, CBDC itu centralized blockchain.","centralized blockchain bisa di hack, decentralized blockchain ga bisa di hack. BTC itu decentralized blockchain, CBDC itu centralized blockchain.","centralized blockchain bisa di hack, decentralized blockchain ga bisa di hack. btc itu decentralized blockchain, cbdc itu centralized blockchain.",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-4,0,-4,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:32.681350
R03030,3560,PMuEX5Qbmzo,2024-08-13 16:28:32,@JoshRafG,"ya... kan meerka yang ngontrol, ya mereka yang senang dong","ya... kan meerka yang ngontrol, ya mereka yang senang dong","ya... kan meerka yang ngontrol, ya mereka yang senang dong",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,3,2026-05-16 10:11:32.681359
R03031,3561,PMuEX5Qbmzo,2024-08-13 16:29:00,@JoshRafG,"yes benar, sangat2 centralized","yes benar, sangat2 centralized","yes benar, sangat2 centralized",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681362
R03032,3562,PMuEX5Qbmzo,2024-08-13 16:30:58,@JoshRafG,ada laah.... pasti... suatu saat.... semoga...,ada laah.... pasti... suatu saat.... semoga...,ada laah.... pasti... suatu saat.... semoga...,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681356
R03033,3563,PMuEX5Qbmzo,2024-08-13 16:31:39,@user-ym1wz6ui3l,Mungkin bisa terjadi 50an tahun lagi sekarang masih pusing bangun proyek mangkrak sama ngurusin anak.,Mungkin bisa terjadi 50an tahun lagi sekarang masih pusing bangun proyek mangkrak sama ngurusin anak.,mungkin bisa terjadi 50an tahun lagi sekarang masih pusing bangun proyek mangkrak sama ngurusin anak.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681348
R03034,3564,PMuEX5Qbmzo,2024-08-13 16:33:37,@rehan71-v7r,jd kmu warga negara mana??konoha apa indonesia???😮😮😮😮,jd kmu warga negara mana??konoha apa indonesia???,jd kmu warga negara mana??konoha apa indonesia???,Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681422
R03035,3565,PMuEX5Qbmzo,2024-08-13 16:35:17,@JoshRafG,"secara teori dan diatas kertas yes, ini SANGAT BAGUS, kalo yg pegang kendali orang yang bener","secara teori dan diatas kertas yes, ini SANGAT BAGUS, kalo yg pegang kendali orang yang bener","secara teori dan diatas kertas yes, ini sangat bagus, kalo yg pegang kendali orang yang bener",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681353
R03036,3566,PMuEX5Qbmzo,2024-08-13 16:36:11,@akudimanadotcom7038,"Bang bahas tower Tesla dong, dengan kemampuan reset lu sepertinya lu lebih bisa","Bang bahas tower Tesla dong, dengan kemampuan reset lu sepertinya lu lebih bisa","bang bahas tower tesla dong, dengan kemampuan reset lu sepertinya lu lebih bisa",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681346
R03037,3567,PMuEX5Qbmzo,2024-08-13 16:36:46,@kroco335,izin download bro buat simpen belajar pribadi jaga jaga takut kaya sebelah yang lagi rame karena ch ytnya di hapus sama pihak youtube sungguh mengerikan,izin download bro buat simpen belajar pribadi jaga jaga takut kaya sebelah yang lagi rame karena ch ytnya di hapus sama pihak youtube sungguh mengerikan,izin download bro buat simpen belajar pribadi jaga jaga takut kaya sebelah yang lagi rame karena ch ytnya di hapus sama pihak youtube sungguh mengerikan,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,9,2026-05-16 10:11:32.681344
R03038,3568,PMuEX5Qbmzo,2024-08-13 16:40:19,@JoshRafG,"menariq, boleh nih, ga langsung ya tapi, gua simpen dulu idenya","menariq, boleh nih, ga langsung ya tapi, gua simpen dulu idenya","menariq, boleh nih, ga langsung ya tapi, gua simpen dulu idenya",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:32.681347
R03039,3569,PMuEX5Qbmzo,2024-08-13 16:41:49,@adityabedol328,"Ini negara asn nya 99,98% rampok, maling, begal, manipulatif mau gk mau masyarakat tertular jadinya masyarakat prilakunya ya bgtu tidak berakhlak, gk punya nurani jadinya yg berlaku cuma hukum rimba btw tq atas masih ada optimisme dr diri mu GBU n family n 4 all good person. ​@JoshRafG","Ini negara asn nya 99,98 rampok, maling, begal, manipulatif mau gk mau masyarakat tertular jadinya masyarakat prilakunya ya bgtu tidak berakhlak, gk punya nurani jadinya yg berlaku cuma hukum rimba btw tq atas masih ada optimisme dr diri mu GBU n family n 4 all good person.","ini negara asn nya 99,98 rampok, maling, begal, manipulatif mau gk mau masyarakat tertular jadinya masyarakat prilakunya ya bgtu tidak berakhlak, gk punya nurani jadinya yg berlaku cuma hukum rimba btw tq atas masih ada optimisme dr diri mu gbu n family n 4 all good person.",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681357
R03040,3570,PMuEX5Qbmzo,2024-08-13 16:47:45,@pangsuparti5387,ALHAMDULILLAH TERIMAKASIH YAA ALLOH MATUR SEMBAH NUWUN GUSTI ALLOH ATAS SEGALA NIKMAT YANG TELAH ENGKAU CURAHKAN KEPADA KU DAN KEPADA KEDUA ORANG TUA KU SERTA KEPADA SELURUH KELUARGA BESAR KU. YAA ALLOH HAMBA MEMOHON KEMURAHAN DAN BELAS KASIHAN MU AGAR RUMAH KAMI YANG ADA DI PERUMAHAN GRIYA ARGA PERMAI BLOK DD-10 GODEAN SLEMAN YOGYAKARTA INDONESIA DAPAT SEGERA LAKU TERJUAL DENGAN HARGA RP. 6 MILYAR RUPIAH. NEGO KERAS SAMPAI DEAL. SEHINGGA INSYA ALLOH KAMI BISA BER SHODAQOH JARIYAH RP. 1 MILYAR RUPIAH. AAMIIN AAMIIN YAA ROBBAL ALAMIN. 🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲,ALHAMDULILLAH TERIMAKASIH YAA ALLOH MATUR SEMBAH NUWUN GUSTI ALLOH ATAS SEGALA NIKMAT YANG TELAH ENGKAU CURAHKAN KEPADA KU DAN KEPADA KEDUA ORANG TUA KU SERTA KEPADA SELURUH KELUARGA BESAR KU. YAA ALLOH HAMBA MEMOHON KEMURAHAN DAN BELAS KASIHAN MU AGAR RUMAH KAMI YANG ADA DI PERUMAHAN GRIYA ARGA PERMAI BLOK DD 10 GODEAN SLEMAN YOGYAKARTA INDONESIA DAPAT SEGERA LAKU TERJUAL DENGAN HARGA RP. 6 MILYAR RUPIAH. NEGO KERAS SAMPAI DEAL. SEHINGGA INSYA ALLOH KAMI BISA BER SHODAQOH JARIYAH RP. 1 MILYAR RUPIAH. AAMIIN AAMIIN YAA ROBBAL ALAMIN.,alhamdulillah terimakasih yaa alloh matur sembah nuwun gusti alloh atas segala nikmat yang telah engkau curahkan kepada ku dan kepada kedua orang tua ku serta kepada seluruh keluarga besar ku. yaa alloh hamba memohon kemurahan dan belas kasihan mu agar rumah kami yang ada di perumahan griya arga permai blok dd 10 godean sleman yogyakarta indonesia dapat segera laku terjual dengan harga rp. 6 milyar rupiah. nego keras sampai deal. sehingga insya alloh kami bisa ber shodaqoh jariyah rp. 1 milyar rupiah. aamiin aamiin yaa robbal alamin.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,2,2026-05-16 10:11:32.681343
R03041,3571,PMuEX5Qbmzo,2024-08-13 16:51:30,@CeritaDariLangitOfficial,"FYI Indonesia Juga Sudah Buat BluePrint nya, di Bank Indonesia. Atau yg dikenal BSPI BluePrint Sistem pembayaran Indonesia. Saya sempat Ulas😉.","FYI Indonesia Juga Sudah Buat BluePrint nya, di Bank Indonesia. Atau yg dikenal BSPI BluePrint Sistem pembayaran Indonesia. Saya sempat Ulas .","fyi indonesia juga sudah buat blueprint nya, di bank indonesia. atau yg dikenal bspi blueprint sistem pembayaran indonesia. saya sempat ulas .",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681342
R03042,3572,PMuEX5Qbmzo,2024-08-13 16:53:57,@Ahmadkholil-b2j,mantap..josh.... lanjut kan di tambah lagi setiap orang kampung harus memiliki akun Bank.. kan mudah transper bantuan... tapi ujung nya berbahaya.... juga...ya...,mantap..josh.... lanjut kan di tambah lagi setiap orang kampung harus memiliki akun Bank.. kan mudah transper bantuan... tapi ujung nya berbahaya.... juga...ya...,mantap..josh.... lanjut kan di tambah lagi setiap orang kampung harus memiliki akun bank.. kan mudah transper bantuan... tapi ujung nya berbahaya.... juga...ya...,Netral,Netral,Positif,Positif,Positif,Positif,3,-3,0,0,0.0,1,2,not_ambiguous,Tidak teridentifikasi,True,13,confidence rendah; netral dengan sinyal; label berubah dari raw; label berubah saat kalibrasi,Tidak berubah,Netral->Positif (kata kunci W2),,3,2026-05-16 10:11:32.681341
R03043,3573,PMuEX5Qbmzo,2024-08-13 16:59:11,@mulyadi9027,"Cbdc harus di terap kan di Indonesia,, cbdc mungkin bisa mengurangi korupsi di Indonesia, bahkan bisa hilang total","Cbdc harus di terap kan di Indonesia,, cbdc mungkin bisa mengurangi korupsi di Indonesia, bahkan bisa hilang total","cbdc harus di terap kan di indonesia,, cbdc mungkin bisa mengurangi korupsi di indonesia, bahkan bisa hilang total",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-4,0,-4,1.0,2,0,not_ambiguous,Kepercayaan terhadap regulator,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681339
R03044,3574,PMuEX5Qbmzo,2024-08-13 17:00:15,@nolimit-q9q,Cie yg otw jadi mirip xrp 😂,Cie yg otw jadi mirip xrp,cie yg otw jadi mirip xrp,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681339
R03045,3575,PMuEX5Qbmzo,2024-08-13 17:01:50,@harvysatya,Siap siap hijrah ke alam,Siap siap hijrah ke alam,siap siap hijrah ke alam,Positif,Positif,Positif,Positif,,Positif,2,0,0,2,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,7,2026-05-16 10:11:32.681382
R03046,3578,PMuEX5Qbmzo,2024-08-13 17:07:39,@YunusDemtu,@harvysatya penting nya cara bertahan hidup di alam,penting nya cara bertahan hidup di alam,penting nya cara bertahan hidup di alam,Netral,Netral,Positif,Positif,Netral,Netral,0,0,1,0,0.0,0,1,not_ambiguous,Tidak teridentifikasi,True,13,confidence rendah; netral dengan sinyal; label berubah dari raw; label berubah saat kalibrasi,Tidak berubah,Netral->Positif (fallback W3),,10,2026-05-16 10:11:32.681383
R03047,3579,PMuEX5Qbmzo,2024-08-13 17:08:51,@wiwinkrifz4807,Setau saya CBDC di indonesia tidak akan menggantikan uang fisik atau e-money,Setau saya CBDC di indonesia tidak akan menggantikan uang fisik atau e money,setau saya cbdc di indonesia tidak akan menggantikan uang fisik atau e money,Netral,Netral,Netral,Netral,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Kekhawatiran uang tunai dihapus,True,4,confidence rendah; isu uang tunai,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681337
R03048,3580,PMuEX5Qbmzo,2024-08-13 17:12:18,@sian8256,Betul. Kasihan yg umkm. Investor pada kabur n good bye kalau diterapin cdbc,Betul. Kasihan yg umkm. Investor pada kabur n good bye kalau diterapin cdbc,betul. kasihan yg umkm. investor pada kabur n good bye kalau diterapin cdbc,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:32.681349
