row_id,VideoID,CommentDate,UserName,Comment,clean_comment,final_label,cash_response_category,text_nb_svm
R04198,KqjkU_AQCJE,2026-01-17 13:23:39,@alisurah2560,"wow bener itu, bahaya klo begitu","wow bener itu, bahaya klo begitu",Negatif,Tidak teridentifikasi,wow bener bahaya klo
R01450,SxMdI5sabb0,2023-01-29 11:57:54,@rid_one313,"Belum paham juga sampe saat ini, antara uang digital","Belum paham juga sampe saat ini, antara uang digital",Netral,Literasi dan kesiapan masyarakat,belum paham sampe uang digital
R00268,wMPGW76Iy9A,2022-12-05 16:00:17,@mahmudyunus4386,@kuroizana WnS krn sistem barter dan pertukaran terbaik sepanjang masa ya tetap hanya emas dan perak...perjalanan jg msh sngt panjang tetapi melihat dari kejadian yg terjadi sampai sekarang ini akan mengarahkan kita suatu saat nanti pasti akan terjadi... Wallahua'lam ✌️🙏☕☕☕,WnS krn sistem barter dan pertukaran terbaik sepanjang masa ya tetap hanya emas dan perak...perjalanan jg msh sngt panjang tetapi melihat dari kejadian yg terjadi sampai sekarang ini akan mengarahkan kita suatu saat nanti pasti akan terjadi... Wallahua'lam,Netral,Tidak teridentifikasi,wns sistem barter tukar baik panjang masa tetap emas perak jalan jg msh sngt panjang lihat jadi jadi sekarang arah suatu jadi wallahua lam
R02913,PMuEX5Qbmzo,2024-08-13 13:50:41,@yudhianto11,mirip PI network gitu sistem kerja nya,mirip PI network gitu sistem kerja nya,Netral,Tidak teridentifikasi,mirip pi network gitu sistem kerja nya
R02386,ebkamQER1nM,2024-08-07 20:32:39,@marswjk,Yang penting bukan beras digital,Yang penting bukan beras digital,Netral,Tidak teridentifikasi,penting bukan beras digital
R03861,mODGGIy9JZE,2025-11-02 13:58:20,@AntarinLeon-m1w,Hebat terobosan pak ferri,Hebat terobosan pak ferri,Positif,Tidak teridentifikasi,hebat terobos pak ferri
R02217,qGc7rlA2omI,2023-03-29 12:11:43,@JalanBulan,"Cbdc = bitcoin
Zero cost
yakin lu bang mau beli crypto anak bangsa?",Cbdc bitcoin Zero cost yakin lu bang mau beli crypto anak bangsa?,Netral,Tidak teridentifikasi,central bank digital currency bitcoin zero cost yakin lu bang mau beli kripto anak bangsa
R02442,ebkamQER1nM,2024-08-08 00:56:03,@ervantputrarahman4574,masih lom yakin sama sistem keamanan syber konoha ....,masih lom yakin sama sistem keamanan syber konoha ....,Netral,Tidak teridentifikasi,lom yakin sama sistem aman syber konoha
R03358,SxMdI5sabb0,2024-08-15 23:48:04,@cmsfstanahbumbu,Supaya mudah di bawa lari  dn d manipulasi oleh org org pintar  tapi bodoh yg mengatas namakan masyarakat..hehehehe,Supaya mudah di bawa lari dn d manipulasi oleh org org pintar tapi bodoh yg mengatas namakan masyarakat..hehehehe,Positif,Tidak teridentifikasi,mudah bawa lari dn d manipulasi orang orang pintar bodoh atas nama masyarakat hehehehe
R04746,gU62EuPDWaY,2026-05-08 08:23:56,@Calisku,"Uang fiat Underlying nya itu ""TRUST"" oi, gold itu cuma awal2 doang buat meyakinkan nasabah 😹","Uang fiat Underlying nya itu TRUST oi, gold itu cuma awal2 doang buat meyakinkan nasabah",Netral,Tidak teridentifikasi,uang fiat underlying nya trust oi gold cuma awal doang yakin nasabah
R03195,PMuEX5Qbmzo,2024-08-14 06:17:34,@hidayahexpress8814,​@DarkKnight-em7ue  I'm not with you,em7ue I'm not with you,Netral,Tidak teridentifikasi,em ue i m not with you
R01840,SxMdI5sabb0,2023-02-02 11:55:09,@NgomonginUang,"Harusnya sih enggak, coba bisa disimak video ini supaya lebih clear ya 😉","Harusnya sih enggak, coba bisa disimak video ini supaya lebih clear ya",Netral,Tidak teridentifikasi,harus sih tidak coba simak video lebih clear
R00692,Bn_MTSqW3bE,2022-12-15 15:03:56,@redyirawan186,"Awal kehancuran Bisnis Bank,

Orang gak mau lagi nyimpen duit di bank, mending di rupiah digital

Seperti qris ngancurin gopay sama ovo 😅😅","Awal kehancuran Bisnis Bank, Orang gak mau lagi nyimpen duit di bank, mending di rupiah digital Seperti qris ngancurin gopay sama ovo",Negatif,Tidak teridentifikasi,awal hancur bisnis bank orang tidak mau nyimpen uang bank mending rupiah digital qris ngancurin gopay sama ovo
R03657,PMuEX5Qbmzo,2025-04-01 12:24:22,@historymychanel8930,I geleh to cbdc,I geleh to cbdc,Netral,Tidak teridentifikasi,i geleh to central bank digital currency
R04616,gU62EuPDWaY,2026-05-08 06:43:41,@junaedirobert7731,Elite global menginginkan total kontrol😊😊😊,Elite global menginginkan total kontrol,Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator,elite global ingin total kontrol
R02480,ebkamQER1nM,2024-08-08 02:03:29,@HanifMaulanaChanel,"Halahh... Uang digital negara konoha ekonomi sudah lesu, sudah mau ambruk aja, ngomong uang digital, noh pemimpin konoha penghancur generasi z dan milenial, yang boongnya bonus demografi, ternyata bonus pengangguran puluhan juta jadi pengangguran, ternyata dihancurkan oleh pemimpin konoha generasi z dan kelas menengah jadi miskin.","Halahh... Uang digital negara konoha ekonomi sudah lesu, sudah mau ambruk aja, ngomong uang digital, noh pemimpin konoha penghancur generasi z dan milenial, yang boongnya bonus demografi, ternyata bonus pengangguran puluhan juta jadi pengangguran, ternyata dihancurkan oleh pemimpin konoha generasi z dan kelas menengah jadi miskin.",Netral,Tidak teridentifikasi,halahh uang digital negara konoha ekonomi lesu mau ambruk aja ngomong uang digital noh pimpin konoha hancur generasi z milenial boongnya bonus demografi nyata bonus anggur puluh juta jadi anggur nyata hancur pimpin konoha generasi z kelas tengah jadi miskin
R00550,wMPGW76Iy9A,2022-12-10 02:26:07,@nxi9796,"Harusnya gak spt itu, BI gak bisa jadi bank tempat menyimpan dana langsung masyarakat.","Harusnya gak spt itu, BI gak bisa jadi bank tempat menyimpan dana langsung masyarakat.",Netral,Tidak teridentifikasi,harus tidak spt bank indonesia tidak jadi bank tempat simpan dana langsung masyarakat
R04738,gU62EuPDWaY,2026-05-08 08:15:22,@piteryeo2895,Jika uang tunai smpai hilang berarti siap2 SJ.. masa perampokan terbesar dimulai.. didunia ini blm ada sistem keamanan yg TDK dpt dijebol,Jika uang tunai smpai hilang berarti siap2 SJ.. masa perampokan terbesar dimulai.. didunia ini blm ada sistem keamanan yg TDK dpt dijebol,Negatif,Kekhawatiran uang tunai dihapus; Keamanan data dan kontrol,uang uang tunai smpai hilang arti siap sj masa ampo besar mulai dunia blm sistem aman tidak dpt jebol
R02859,PMuEX5Qbmzo,2024-08-13 12:42:11,@codingautodidact,Justru ini yang akan makin tertutupin yang korupsi dan ancaman hacking pencurian uang digitalnya..,Justru ini yang akan makin tertutupin yang korupsi dan ancaman hacking pencurian uang digitalnya..,Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator,justru makin tertutupin korupsi ancam hacking curi uang digital
R04843,gU62EuPDWaY,2026-05-08 10:46:11,@AkbarFadillah-s4z,Betul ngeri jika internet mati sehingga tidak bisa melakukan transaksi,Betul ngeri jika internet mati sehingga tidak bisa melakukan transaksi,Negatif,Akses teknologi dan infrastruktur,betul ngeri internet mati tidak laku transaksi
R02020,SxMdI5sabb0,2023-02-12 06:09:06,@jefrydelonge2079,Apa gk mudah dibobol nantinya? Dan sistem ini sdh dtrapkan di china..jd mungkin akan meniru negara komnunis trsebut,Apa gk mudah dibobol nantinya? Dan sistem ini sdh dtrapkan di china..jd mungkin akan meniru negara komnunis trsebut,Positif,Tidak teridentifikasi,apa tidak mudah bobol nanti sistem sdh dtrapkan china jd mungkin tiru negara komnunis trsebut
R00303,YLq9NVWk23U,2022-12-05 23:11:38,@hasanuddinhasan4391,"Gak semudah itu, karna berpengaruh terhadap kurs internasional","Gak semudah itu, karna berpengaruh terhadap kurs internasional",Netral,Tidak teridentifikasi,tidak mudah pengaruh kurs internasional
R00741,Bn_MTSqW3bE,2022-12-17 03:40:04,@HAIDARHAIKAL,"Jika menggunakan uang di gital rentan juga, karena berkaitan dengan teknologi...","Jika menggunakan uang di gital rentan juga, karena berkaitan dengan teknologi...",Negatif,Tidak teridentifikasi,guna uang gital rentan kait teknologi
R04016,ebkamQER1nM,2025-11-15 23:45:06,@sabenaanies8942,Penipuannya dimulai dengan visualisasi koin emas seakan uang elektronik itu nyata seperti emas,Penipuannya dimulai dengan visualisasi koin emas seakan uang elektronik itu nyata seperti emas,Netral,Tidak teridentifikasi,tipu mulai visualisasi koin emas akan uang elektronik nyata emas
R02154,SxMdI5sabb0,2023-02-24 11:19:58,@juraganpindank9089,Kardus Digembok semakin sewenang-wenang,Kardus Digembok semakin sewenang wenang,Netral,Tidak teridentifikasi,kardus gembok makin wenang wenang
R01297,SxMdI5sabb0,2023-01-29 06:07:06,@alimh8048,"Keren sih. Tapi ingat ""tidak ada sistem yang aman""",Keren sih. Tapi ingat tidak ada sistem yang aman,Positif,Tidak teridentifikasi,keren sih ingat tidak sistem aman
R05195,gU62EuPDWaY,2026-05-10 05:09:10,@zidexs1,Om sebenarnya apa manfaat bank cwntral di tiap2 negara . ? Kl mmg bermanfaat dan berguna kenapa nilai tukar rupiah dan banyak negara2 berkembang terus melemah dg dollar. Apa yg terjadi jika bank central dibubarkan?,Om sebenarnya apa manfaat bank cwntral di tiap2 negara . ? Kl mmg bermanfaat dan berguna kenapa nilai tukar rupiah dan banyak negara2 berkembang terus melemah dg dollar. Apa yg terjadi jika bank central dibubarkan?,Positif,Tidak teridentifikasi,om benar apa manfaat bank cwntral tiap negara kl mmg manfaat guna nilai tukar rupiah banyak negara kembang terus lemah dollar apa jadi bank central bubar
R04229,KqjkU_AQCJE,2026-01-18 04:27:49,@StereotypedMe_,"Jebakan bank dunia, supaya mudah disikat diambil hartanya tanpa harus perang","Jebakan bank dunia, supaya mudah disikat diambil hartanya tanpa harus perang",Positif,Tidak teridentifikasi,jebak bank dunia mudah sikat ambil harta tanpa perang
R04285,KqjkU_AQCJE,2026-01-19 03:06:43,@ZheKahoot,Betul. lbh baik sy pindah toko.. kl toko itu ga mau  trm uang cash. shopee aj sy COD.,Betul. lbh baik sy pindah toko.. kl toko itu ga mau trm uang cash. shopee aj sy COD.,Negatif,Tidak teridentifikasi,betul lbh baik sy pindah toko kl toko tidak mau trm uang uang tunai shopee aj sy cod
R05018,gU62EuPDWaY,2026-05-08 17:57:08,@Mroby-b6c,Suruh angota angota pemerintah dulu selama 5 tahun kalo memang terbukti cbdc bagus tidak ada lagi korupsi atau hal jahat lain nya  rakya juga mau pake 😅,Suruh angota angota pemerintah dulu selama 5 tahun kalo memang terbukti cbdc bagus tidak ada lagi korupsi atau hal jahat lain nya rakya juga mau pake,Negatif,Kepercayaan terhadap regulator; Tanggapan mendukung digitalisasi,suruh angota angota perintah dulu lama tahun kalau memang bukti central bank digital currency bagus tidak korupsi jahat nya rakya mau pake
R03850,mODGGIy9JZE,2025-11-02 12:03:34,@matiuswinarno,"Ciri utama socialism adalah total control, Bank Sentral adalah produk dari communist manifesto.","Ciri utama socialism adalah total control, Bank Sentral adalah produk dari communist manifesto.",Netral,Tidak teridentifikasi,ciri utama socialism total control bank sentral produk communist manifesto
R03973,ebkamQER1nM,2025-11-12 17:15:16,@GARSEL-hd5ne,"Sama kaya BTC dong,,,,????cuma kalau BTC kah untuk crypto,,,,artinya  bukan berbentuk fissik,,,,,,kalau  seperti ini,,,,,apakah uang digital rupiah punya jaringan khusus????contohnya seperti blockchain???dan tidak dikendalikan oleh bank central???ya kalau begitu,,,diperdagangkan dong???meskipun BTC,,bukan pembayaran uang sah,,,tapi termasuk uang digital,,,,mengalahkan kurs mata uang semua negara didunia,,,1BTC=550_600juta,,,,apakah uang digital rupiah,,,,termasuk aset atau bukan????ini penting,,,,kalau sumber aset berarti bisa diperdagangkan,,, apakah seperti aset crypto,,,,atau,,,,sebagai mata uang,,,,?????soalnya uang digital btc ini,,,,bisa diperjualbelikan antar pengguna diseluruh dunia, , tanpa melalui bank,,,,ya kan???bagaimana aran digital rupiah????apakah pungsi sama seperti aset USSD/dollars dogital???atau sebagai aset????kalau seperti itu,,,,bebas jual dan belu antar pengguna,,,,tidak perlu asa campur tangan bank,,,,kecuali pencairan dalam bentuk pusik,,,,ya kan????berapa katanya,pembukaan harganya??? 1 rupiahkah???bisa dialses seluruh dunia,,,,bisa naik signifikan dong rupiah digital,,,,,apalagi diterima pasar,,,menurut kita,,,ini pertaruhan,,,,tergantung promosi,,,,untuk promo,,,butuh modal besar,,,,bagi2 uang digital ke pengguna ke seluruh dunia,,,,1 orang 50rebu rupiah saja,,,,,berapa biaya yg harus dikeluarkan???kalau masih dikontrol bank central,,,,itu namanya bukan uang digital,,,tau,,, di negara manapun uang digital itu sebagai aset,,,,seperti dollar digital, ,,,,murni tanpa campur tangan bank,,,,bisa dimiliku dengan gratis,,,,dengan mining,,,,dan bisa dicairkan menjadi rupiah,,,,melalui dompet crypto,,,,kan seperti itu cara kerja uang digital,,,,,","Sama kaya BTC dong,,,,????cuma kalau BTC kah untuk crypto,,,,artinya bukan berbentuk fissik,,,,,,kalau seperti ini,,,,,apakah uang digital rupiah punya jaringan khusus????contohnya seperti blockchain???dan tidak dikendalikan oleh bank central???ya kalau begitu,,,diperdagangkan dong???meskipun BTC,,bukan pembayaran uang sah,,,tapi termasuk uang digital,,,,mengalahkan kurs mata uang semua negara didunia,,,1BTC 550_600juta,,,,apakah uang digital rupiah,,,,termasuk aset atau bukan????ini penting,,,,kalau sumber aset berarti bisa diperdagangkan,,, apakah seperti aset crypto,,,,atau,,,,sebagai mata uang,,,,?????soalnya uang digital btc ini,,,,bisa diperjualbelikan antar pengguna diseluruh dunia, , tanpa melalui bank,,,,ya kan???bagaimana aran digital rupiah????apakah pungsi sama seperti aset USSD dollars dogital???atau sebagai aset????kalau seperti itu,,,,bebas jual dan belu antar pengguna,,,,tidak perlu asa campur tangan bank,,,,kecuali pencairan dalam bentuk pusik,,,,ya kan????berapa katanya,pembukaan harganya??? 1 rupiahkah???bisa dialses seluruh dunia,,,,bisa naik signifikan dong rupiah digital,,,,,apalagi diterima pasar,,,menurut kita,,,ini pertaruhan,,,,tergantung promosi,,,,untuk promo,,,butuh modal besar,,,,bagi2 uang digital ke pengguna ke seluruh dunia,,,,1 orang 50rebu rupiah saja,,,,,berapa biaya yg harus dikeluarkan???kalau masih dikontrol bank central,,,,itu namanya bukan uang digital,,,tau,,, di negara manapun uang digital itu sebagai aset,,,,seperti dollar digital, ,,,,murni tanpa campur tangan bank,,,,bisa dimiliku dengan gratis,,,,dengan mining,,,,dan bisa dicairkan menjadi rupiah,,,,melalui dompet crypto,,,,kan seperti itu cara kerja uang digital,,,,,",Negatif,Keamanan data dan kontrol,sama kaya btc dong cuma kalau btc kripto arti bukan bentuk fissik kalau uang digital rupiah punya jaring khusus contoh blokchain tidak kendali bank central kalau dagang dong meski btc bukan bayar uang sah masuk uang digital kalah kurs mata uang semua negara dunia btc juta uang digital rupiah masuk aset bukan penting kalau sumber aset arti dagang aset kripto mata uang soal uang digital btc diperjualbelikan antar guna seluruh dunia tanpa lalu bank kan bagaimana aran digital rupiah pungsi sama aset ussd dollars dogital aset kalau bebas jual belu antar guna tidak perlu asa campur tangan bank cair bentuk pusik kan berapa kata buka harga rupiah dialses seluruh dunia naik signifikan dong rupiah digital terima pasar taruh gantung promosi promo butuh modal besar uang digital guna seluruh dunia orang rebu rupiah berapa biaya keluar kalau kontrol bank central nama bukan uang digital tau negara mana uang digital aset dollar digital murni tanpa campur tangan bank mil gratis mining cair jadi rupiah lalu dompet kripto kan cara kerja uang digital
R02136,SxMdI5sabb0,2023-02-22 01:44:34,@acelbphutapea9440,"Proyek garuda ini tetap dijalankan dengan prinsip kehati"" an, tp di satu sisi mnurut saya cyber security di Indonesia yang harus di utamakan dulu. Ajak programmer"" lokal untuk mengembangkan proyek ini agar maksimal agar seluruh lapisan masyarakat dpt merasakan.","Proyek garuda ini tetap dijalankan dengan prinsip kehati an, tp di satu sisi mnurut saya cyber security di Indonesia yang harus di utamakan dulu. Ajak programmer lokal untuk mengembangkan proyek ini agar maksimal agar seluruh lapisan masyarakat dpt merasakan.",Negatif,Keamanan data dan kontrol,proyek garuda tetap jalan prinsip hati an tp satu sisi mnurut cyber security indonesia utama dulu ajak programmer lokal kembang proyek maksimal seluruh lapis masyarakat dpt rasa
R02288,SxMdI5sabb0,2023-07-29 11:41:38,@Jarkasi2025,Uang elektronik tersimpan di media elitronik,Uang elektronik tersimpan di media elitronik,Netral,Tidak teridentifikasi,uang elektronik simpan media elitronik
R04521,gU62EuPDWaY,2026-05-08 05:56:21,@Emot3,"Nggak bang, bahkan hanya dengan menarik uang yang di simpan dalam bank uang nya bisa gak tersedia karena sistem bank nya sendiri.","Nggak bang, bahkan hanya dengan menarik uang yang di simpan dalam bank uang nya bisa gak tersedia karena sistem bank nya sendiri.",Netral,Tidak teridentifikasi,tidak bang bahkan tarik uang simpan bank uang nya tidak sedia sistem bank nya sendiri
R01335,SxMdI5sabb0,2023-01-29 06:59:20,@irc1414,"@hopangga Ya memang sama, cuman rupiah ini dalam bentuk ""digital"" fungsinya cmn buat surveilance supaya pemerintah tau sirkulasi rupiah itu kemana aja, value nya ya pasti sama kaya rupiah biasanya cmiiw","Ya memang sama, cuman rupiah ini dalam bentuk digital fungsinya cmn buat surveilance supaya pemerintah tau sirkulasi rupiah itu kemana aja, value nya ya pasti sama kaya rupiah biasanya cmiiw",Netral,Tidak teridentifikasi,memang sama cuman rupiah bentuk digital fungsi cmn surveilance perintah tau sirkulasi rupiah aja value nya sama kaya rupiah biasa cmiiw
R00470,bEY5w3D9Zto,2022-12-07 06:13:22,@RahmatHidayat-wp5ut,Rawan pembobolan heacer digital rupiah,Rawan pembobolan heacer digital rupiah,Negatif,Tidak teridentifikasi,rawan bobol heacer digital rupiah
R02735,ebkamQER1nM,2024-08-09 14:12:53,@yayawintafsiagian5001,Syarat jual beli dalam ekonomi termasuk penggunaan rupiah digital adalah vaksin corona...jgn terima,Syarat jual beli dalam ekonomi termasuk penggunaan rupiah digital adalah vaksin corona...jgn terima,Netral,Tidak teridentifikasi,syarat jual beli ekonomi masuk guna rupiah digital vaksin corona jgn terima
R03308,PMuEX5Qbmzo,2024-08-15 00:54:43,@JhonnyWf,"Cbdc aja singkatannya itu central bank digital currency. Dan lu masih nanya cbdc itu ada central banknya? Cbdc itu uang fiat digital, contohnya rupiah digital, dollar digital, yuan digital. Cbdc sama aja dengan fiat rupiah kertas di dompet lu, cuma bedanya kalo cbdc (rupiah digital) diterapkan maka uang kertas tidak berlaku lagi, dan kegiatan jual beli akan memakai scan barcode dan tanpa uang tunai. Cbdc = mengganti rupiah kertas ke rupiah digital. Intinya sama2 rupiah fiat","Cbdc aja singkatannya itu central bank digital currency. Dan lu masih nanya cbdc itu ada central banknya? Cbdc itu uang fiat digital, contohnya rupiah digital, dollar digital, yuan digital. Cbdc sama aja dengan fiat rupiah kertas di dompet lu, cuma bedanya kalo cbdc rupiah digital diterapkan maka uang kertas tidak berlaku lagi, dan kegiatan jual beli akan memakai scan barcode dan tanpa uang tunai. Cbdc mengganti rupiah kertas ke rupiah digital. Intinya sama2 rupiah fiat",Netral,Tidak teridentifikasi,central bank digital currency aja singkat central bank digital currency lu nanya central bank digital currency central bank central bank digital currency uang fiat digital contoh rupiah digital dollar digital yuan digital central bank digital currency sama aja fiat rupiah kertas dompet lu cuma beda kalau central bank digital currency rupiah digital terap uang kertas tidak laku giat jual beli pakai scan barcode tanpa uang uang tunai central bank digital currency ganti rupiah kertas rupiah digital inti sama rupiah fiat
R01047,Bn_MTSqW3bE,2022-12-24 07:24:56,@Gaminghouse-f7l,Haha.. Selama ini gua makai dex. Lebih aman dari pajak sana sni.. Pas mau pkai baru trf ke bank.,Haha.. Selama ini gua makai dex. Lebih aman dari pajak sana sni.. Pas mau pkai baru trf ke bank.,Positif,Tidak teridentifikasi,haha lama gua maka dex lebih aman pajak sana sni pas mau pkai baru trf bank
R01337,SxMdI5sabb0,2023-01-29 07:00:33,@NgomonginUang,"Apa dah, spill dong 😁","Apa dah, spill dong",Netral,Tidak teridentifikasi,apa dah spill dong
R03872,mODGGIy9JZE,2025-11-02 15:16:52,@hendriharahap6172,Ini bukan crypto tapi CBDC😅,Ini bukan crypto tapi CBDC,Netral,Tidak teridentifikasi,bukan kripto central bank digital currency
R02790,ebkamQER1nM,2024-08-12 09:14:36,@NiniXien,"Bener,dampak yg keliatan sekarang dan paling banyak.
Orang jd gampang ngutang","Bener,dampak yg keliatan sekarang dan paling banyak. Orang jd gampang ngutang",Netral,Tidak teridentifikasi,bener dampak liat sekarang paling banyak orang jd gampang ngutang
R00492,wMPGW76Iy9A,2022-12-07 21:46:04,@awanzethejoker329,Rupiah digital bisa pake beli sayur di pasar tradisional gk ya? ( Oh e-money toh q kira apa mending perbaiki dulu keamanan digital ),Rupiah digital bisa pake beli sayur di pasar tradisional gk ya? Oh e money toh q kira apa mending perbaiki dulu keamanan digital,Netral,Keamanan data dan kontrol,rupiah digital pake beli sayur pasar tradisional tidak e money q kira apa mending baik dulu aman digital
R02182,SxMdI5sabb0,2023-03-01 01:44:16,@esihastuti2713,Sekarang jaman y digital..ayo maju indonesia ku,Sekarang jaman y digital..ayo maju indonesia ku,Positif,Tidak teridentifikasi,sekarang jaman y digital ayo maju indonesia ku
R04898,gU62EuPDWaY,2026-05-08 11:58:52,@Leonidas-168,lu pikir pejabat itu dulunya bkn masyarakat? kita itu udah KKN kronis sejak lingkup masyarakat sampai pejabat atas. FAKTA !!!!,lu pikir pejabat itu dulunya bkn masyarakat? kita itu udah KKN kronis sejak lingkup masyarakat sampai pejabat atas. FAKTA !!!!,Netral,Tidak teridentifikasi,lu pikir jabat bkn masyarakat udah kkn kronis sejak lingkup masyarakat jabat atas fakta
R02691,ebkamQER1nM,2024-08-08 17:00:16,@HulkenEVM,Cbdc rencana bebarapa negara,Cbdc rencana bebarapa negara,Netral,Tidak teridentifikasi,central bank digital currency rencana bebarapa negara
R03728,mODGGIy9JZE,2025-11-01 06:29:11,@sauron5271,"ya itu mengikuti nominal uang kertas, lagian stable coin bukan investasi, stable coin cuma alat tukar aja","ya itu mengikuti nominal uang kertas, lagian stable coin bukan investasi, stable coin cuma alat tukar aja",Netral,Tidak teridentifikasi,ikut nominal uang kertas lagi stable coin bukan investasi stable coin cuma alat tukar aja
R05334,gU62EuPDWaY,2026-05-16 02:25:30,@DodiSetiawan-b2l,"Tidak sesederhana itu Ferguso.. Majoritas masarakat kita, di negri ini, masih dominan(lebih banyak) yang transaksi by Cash. bukan masalah berapa total Dominal(Rp) nya, tapi Lebih Banyak Masarakat kita (Majoritas) Pelaku/Aktifitas ekonomi nya (Buyer or seller) masih tetap by Cash.. Digital money emang sdh mulai banyak dipakai, tapi tetap belum dominan,, msh butuh waktu, mungkin 10-20 tahun lagi tuk replacement-payment","Tidak sesederhana itu Ferguso.. Majoritas masarakat kita, di negri ini, masih dominan lebih banyak yang transaksi by Cash. bukan masalah berapa total Dominal Rp nya, tapi Lebih Banyak Masarakat kita Majoritas Pelaku Aktifitas ekonomi nya Buyer or seller masih tetap by Cash.. Digital money emang sdh mulai banyak dipakai, tapi tetap belum dominan,, msh butuh waktu, mungkin 10 20 tahun lagi tuk replacement payment",Netral,Kebutuhan terhadap uang tunai,tidak sederhana ferguso majoritas masarakat negri dominan lebih banyak transaksi by uang tunai bukan masalah berapa total dominal rp nya lebih banyak masarakat majoritas laku aktifitas ekonomi nya buyer or seller tetap by uang tunai digital money emang sdh mulai banyak pakai tetap belum dominan msh butuh waktu mungkin tahun tuk replacement payment
R03698,SxMdI5sabb0,2025-10-25 17:25:42,@alfat-g3e,Kalian yg gatau dampak jangka panjangnya sistem ini bakalan seperti apa coba gali informasi lebih dalam,Kalian yg gatau dampak jangka panjangnya sistem ini bakalan seperti apa coba gali informasi lebih dalam,Netral,Tidak teridentifikasi,kalian gatau dampak jangka panjang sistem bakal apa coba gali informasi lebih
R03269,PMuEX5Qbmzo,2024-08-14 12:38:26,@qa23166,"Sistem ini akan dikuasai oleh dajjal atau antikris, sehingga yg tertulis di kitab Wahyu 13:14-15 akan digenapi, yakni siapapun yg tidak mau menyembah antikris dan patungnya yg bisa bicara dan membunuh (kemungkinan robot AI) dan tidak manerima tanda 666, maka tidak dapat bertransaksi, alias rekeningnya dibekukan.
Betapa akuratnya  tulisan Alkitab, sekalipun ditulis 2.000 tahun yg lalu

Dan dotuliskan juga bahwa pengikut Yesus Krisfus akan dapat bertahan dan menolaknya, dan walau dianiaya, akhirnya akan diangkat ke atas awan2..","Sistem ini akan dikuasai oleh dajjal atau antikris, sehingga yg tertulis di kitab Wahyu 13 14 15 akan digenapi, yakni siapapun yg tidak mau menyembah antikris dan patungnya yg bisa bicara dan membunuh kemungkinan robot AI dan tidak manerima tanda 666, maka tidak dapat bertransaksi, alias rekeningnya dibekukan. Betapa akuratnya tulisan Alkitab, sekalipun ditulis 2.000 tahun yg lalu Dan dotuliskan juga bahwa pengikut Yesus Krisfus akan dapat bertahan dan menolaknya, dan walau dianiaya, akhirnya akan diangkat ke atas awan2..",Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator,sistem asai dajjal antikris tulis kitab wahyu genap siapa tidak mau sembah antikris patung bicara bunuh mungkin robot ai tidak manerima tanda tidak transaksi alias rekening beku betapa akurat tulis alkitab sekalipun tulis tahun lalu dotuliskan ikut yesus krisfus tahan tolak aniaya akhir angkat atas awan
R02322,SxMdI5sabb0,2023-11-18 17:04:10,@rochmadfauzi8954,XRP the bridge currency🚀,XRP the bridge currency,Netral,Tidak teridentifikasi,xrp the bridge currency
R03845,mODGGIy9JZE,2025-11-02 11:09:44,@dy3285,​@thrillby09 😜🤣🤣🤣🤣🤣🤣🤣🤣 Emang gimna caranya akan bikin hancur? Coba terangkan 🤭,Emang gimna caranya akan bikin hancur? Coba terangkan,Netral,Tidak teridentifikasi,emang gimna cara bikin hancur coba terang
R02156,SxMdI5sabb0,2023-02-24 20:13:54,@aripbijaksana4692,"Pemerintah seharusnya
Bisa menghapus
Penjualan online

Untuk mencegah
Lapangan kerja
Di toko dan mall

Apa jadi nya 
Jika toko dan mall
Tutup semua
Bukanya dunia bagaikan kuburan

Dan juga pendapatan 
Hasil pajak mana yg lebih besar
Dr penjualan online
/ Mall & toko2",Pemerintah seharusnya Bisa menghapus Penjualan online Untuk mencegah Lapangan kerja Di toko dan mall Apa jadi nya Jika toko dan mall Tutup semua Bukanya dunia bagaikan kuburan Dan juga pendapatan Hasil pajak mana yg lebih besar Dr penjualan online Mall toko2,Netral,Tidak teridentifikasi,perintah hapus jual online cegah lapang kerja toko mall apa jadi nya toko mall tutup semua buka dunia bagai kubur dapat hasil pajak mana lebih besar dr jual online mall toko
R01070,Bn_MTSqW3bE,2022-12-25 06:04:07,@raulpi9441,@jajaahmeed6995 optimis tanpa ilmu = Asal asalan / ngawur,optimis tanpa ilmu Asal asalan ngawur,Positif,Tidak teridentifikasi,optimis tanpa ilmu asal asal ngawur
R02911,PMuEX5Qbmzo,2024-08-13 13:46:04,@zendribaskara9299,Apakah XRP akan to the moooooon,Apakah XRP akan to the moooooon,Netral,Tidak teridentifikasi,xrp to the moooooon
R01553,SxMdI5sabb0,2023-01-30 01:45:18,@NgomonginUang,"Banyak yang fokus ke sisi ini nya ya 😅 Ya walaupun Ngomu pun state demikian, tapi jangan lupa sisi lainnya lagi 😁","Banyak yang fokus ke sisi ini nya ya Ya walaupun Ngomu pun state demikian, tapi jangan lupa sisi lainnya lagi",Netral,Tidak teridentifikasi,banyak fokus sisi nya walaupun ngomu state jangan lupa sisi lain
